Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Moraceae,Ficus,Ficus insipida,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Clusiaceae,Havetiopsis,Havetiopsis flexilis,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Passifloraceae,Passiflora,Passiflora punctata,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Araceae,Philodendron,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper aequale,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper arboreum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper carrilloanum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper cordulatum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper dilatatum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper grande,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper hispidum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper marginatum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,Piper reticulatum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Piperaceae,Piper,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Malvaceae,Quararibea,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Solanaceae,Solanum,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Meliaceae,Trichilia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia castanea,Plant,,,Hypericaceae,Vismia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Anacardiaceae,Anacardium,Anacardium excelsum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Brosimum,Brosimum alicastrum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Urticaceae,Cecropia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Fabaceae,Dipteryx,Dipteryx panamensis,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Myrtaceae,Eugenia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Ficus,Ficus insipida,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Ficus,Ficus obtusifolia,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Lecythidaceae,Gustavia,Gustavia superba,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Clusiaceae,Havetiopsis,Havetiopsis flexilis,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Araceae,Philodendron,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper arboreum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper cordulatum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper culebranum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper grande,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper marginatum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper reticulatum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Malvaceae,Quararibea,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Anacardiaceae,Spondias,Spondias radlkoferi,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Meliaceae,Trichilia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Centurio,Centurio senex,Plant,,,Rubiaceae,Guettarda,Guettarda foliacea,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus citrifolia,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus dugandii,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus insipida,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus obtusifolia,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus pertusa,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus tonduzii,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus trigonata,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus yoponensis,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Meliaceae,Trichilia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Chrotopterus,Chrotopterus auritus,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Urticaceae,Cecropia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Moraceae,Ficus,Ficus colubrini,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Lampronycteris,Lampronycteris brachyotis,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Lampronycteris,Lampronycteris brachyotis,Plant,,,Piperaceae,Piper,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Lampronycteris,Lampronycteris brachyotis,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Micronycteris,Micronycteris hirsuta,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phylloderma,Phylloderma stenops,Plant,,,Cucurbitaceae,Gurania,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Anacardiaceae,Anacardium,Anacardium excelsum,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Urticaceae,Cecropia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Moraceae,Ficus,Ficus insipida,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Urticaceae,Cecropia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Moraceae,Ficus,Ficus trigonata,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Moraceae,Ficus,Ficus yoponensis,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Urticaceae,Cecropia,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus insipida,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus obtusifolia,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus trigonata,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus yoponensis,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Tonatia,Tonatia saurophila,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Tonatia,Tonatia silvicola,Plant,,,Moraceae,Ficus,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Trinycteris,Trinycteris nicefori,Plant,,,Piperaceae,Piper,,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Fabaceae,Dipteryx,Dipteryx panamensis,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus bullenei,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus citrifolia,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus costaricana,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus dugandii,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus insipida,
Done 3/12,Done,,Done,,Secondary,116,"Giannini, N. P. & E. K. V. Kalko. 2004",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus maxima,
